,sizex,sizey,total_size,goalx,goaly,startx,starty,loop,pattern,DFS-Effi,BFS-Effi,A*-Effi,Bi-Effi,dijkstra-Effi,GBest-Effi,Best-Effi
121,88,46,4048,55,29,81,29,1,h,1.9986118052931272,2.072937371453617,2.01055303688422,2.001456559560777,2.2668959241373123,2.006442243600428,DFS-Effi
122,56,76,4256,31,42,24,61,1,h,1.9984642042274745,2.051863628198402,2.0097899376532453,1.9931896551724133,2.251453360283735,2.0100968207313934,Bi-Effi
123,54,79,4266,35,9,49,22,1,h,1.9985483865668603,2.1972203272749367,2.01916164840472,2.0032192440658108,2.370157417713016,2.010091382896945,DFS-Effi
124,93,48,4464,69,42,18,14,1,h,1.9982444983410488,2.182019861404749,2.029781107037576,2.007203873817003,2.3567690887735893,2.01287806144832,DFS-Effi
125,58,77,4466,19,62,18,64,1,h,1.9283475145544111,1.891534391534392,1.8831168831168832,1.880701754385965,1.907632098438318,1.8869047619047616,Bi-Effi
126,48,94,4512,13,78,21,32,1,h,1.9951725984712008,2.01765300256192,2.0053710988818576,1.9955397009283533,2.182675813682193,2.0081316889971865,DFS-Effi
127,60,78,4680,24,72,57,45,1,h,1.9987633023466973,2.153117448494691,2.015571027023256,2.0018632929308344,2.3698972637252664,2.014269417071396,DFS-Effi
128,66,72,4752,40,58,38,40,1,h,1.9967857888212264,2.113492649747017,2.015779242235148,1.9985179478783568,2.3613110602411527,2.002421633725721,DFS-Effi
129,68,76,5168,63,74,2,38,1,h,1.999051598639512,2.31690945003276,2.028323557914644,1.99913472400524,2.442207275809874,2.02833319608839,DFS-Effi
130,73,83,6059,41,82,21,5,1,h,1.997351365884824,2.1847628387732647,2.016078163529422,1.9985381479989937,2.473287373465864,2.0005833293112536,DFS-Effi
131,88,75,6600,77,15,67,36,1,h,1.999302393596876,2.220544140441842,2.024132277810713,1.997745053777076,2.541964938776474,2.00424147721289,Bi-Effi
132,90,78,7020,13,76,50,32,1,h,1.99932611621813,2.476201051943663,2.0431838243680773,2.0108867107638537,2.594328646256284,2.024313742232989,DFS-Effi
